Ground Truth Height,Predicted Height,Absolute Height Error Percentage
1.72,1.70713483003725,0.747974997834302
1.67,1.68994947805292,1.19457952412694
1.74,1.81789259251753,4.47658577686954
1.71,1.76063654301101,2.9612013456731
1.67,1.63436214588239,2.13400324057544
1.6,1.60964989271745,0.60311829484061
1.64,1.67056703522289,1.86384361115183
1.63,1.6777455254978,2.92917334342332
1.86,1.74682860978165,6.08448334507258
1.77,1.7494482269925,1.1611171190678
1.69,1.73399757259751,2.60340666257455
1.61,1.71910497258505,6.77670637174225
1.72,1.74836520326557,1.64913972474244
1.66,1.70842829218567,2.91736699913673
1.74,1.73807470189049,0.110649316638514
1.72,1.74334180522509,1.35708169913314
1.78,1.70804953221624,4.0421611114472
1.75,1.70575370043144,2.52835997534628
1.73,1.70796627186377,1.27362590382832
1.69,1.71447554458544,1.44825707606154
1.85,1.7400655586456,5.94240223537298
1.81,1.71901989239814,5.02652528187071
1.88,1.70705525566316,9.19918852855532
1.82,1.73196048030821,4.83733624680165
1.82,1.70842829218567,6.13031361617198
1.81,1.73137507026052,4.34391877013702
1.73,1.7003920929858,1.71143971180346
1.66,1.68303013251734,1.38735738056264
1.85,1.70758356587061,7.69818562861568
1.85,1.7319798943962,6.37946516777297
1.64,1.72484227407682,5.17330939492805
1.55,1.71039924730246,10.3483385356426
1.66,1.61536269121167,2.6889945053211
1.66,1.68063724883475,1.24320776112951
1.77,1.72433613333512,2.5798794725921
1.68,1.74679648077591,3.97598099856606
1.78,1.71917998096107,3.41685500218707
1.76,1.7254044978306,1.96565353235227
1.76,1.71293827566448,2.67396160997273
1.75,1.70750584242313,2.42823757582114
1.75,1.73807093675363,0.681660756935428
1.74,1.69620666927696,2.51685808753104
1.69,1.68472148370618,0.312338242237859
1.69,1.69227203730533,0.134440077238461
1.86,1.7286507492785,7.06178767319891
1.84,1.70928200422195,7.10423890098098
1.73,1.63600723162071,5.43310799880289
1.64,1.61595547908623,1.46612932401037
1.63,1.71064023523146,4.9472536951816
1.63,1.70732691108847,4.74398227536627
1.69,1.66133543636946,1.69612802547574
1.67,1.65251512997664,1.04699820499162
1.88,1.73237399127558,7.85244727257553
1.88,1.73828852258413,7.53784454339733
1.67,1.68523910683143,0.912521367151506
1.57,1.67677920822609,6.80122345389108
1.71,1.70375359253592,0.365286986203509
1.62,1.70483017037655,5.2364302701574
1.64,1.68390692181912,2.67725133043414
1.62,1.6850674398909,4.01650863524073
1.6,1.70409222706787,6.50576419174187
1.55,1.73052823706416,11.6469830363974
1.87,1.73678710381558,7.1236842879369
1.81,1.70842829218567,5.61169656432763
1.83,1.76218109913322,3.70595086703717
1.78,1.74951945346946,1.71239025452472
1.73,1.70471594517504,1.46150605924624
1.65,1.72092254112307,4.29833582564061
1.79,1.78755985923343,0.136320713216199
1.77,1.78292153506299,0.730030229547451
1.89,1.73464139758293,8.22003187391905
1.88,1.67802743139679,10.7432217342133
1.88,1.73099251721,7.9259299356383
1.82,1.74161510445592,4.30686239253187
1.67,1.68718630331606,1.02911995904551
1.67,1.64564555931748,1.45834974146826
1.72,1.71734049378362,0.154622454440704
1.66,1.73790399866699,4.69301196789095
1.64,1.70094661232607,3.7162568491506
1.63,1.69374948986193,3.91101164797118
1.68,1.70842829218567,1.69216024914701
1.65,1.70842829218567,3.54110861731333
1.82,1.80582269533908,0.778972783567029
1.76,1.74439190375397,0.886823650342607
1.77,1.70842829218567,3.47862756013164
1.69,1.72645309770851,2.15698803008935
1.73,1.73251504907079,0.145378559005198
1.68,1.69019118361892,0.606618072554756
1.85,1.71132392241637,7.49600419370973
1.83,1.7212218852584,5.94415927549727
1.68,1.69386317983244,0.825189275740463
1.63,1.71717123035299,5.34792824251473
1.86,1.72997669809208,6.99050010257634
1.82,1.72110097254691,5.43401249742253
1.62,1.70524167430691,5.26183174734011
1.55,1.69835675979914,9.57140385800903
1.82,1.72204674936965,5.38204673793132
1.79,1.72136533460334,3.83433884897542
1.67,1.70234355005358,1.93673952416647
1.63,1.68292153922653,3.24672019794663
1.85,1.74312534646371,5.77700829925893
1.84,1.72579005387569,6.20706228936466
1.65,1.68011815260899,1.82534258236304
1.59,1.66021313937871,4.41592071564215
1.76,1.7705337678309,0.598509535846597
1.67,1.77978096543079,6.57371050483774
